genome_name	motility_number	prediction	motile/non-motile/partial
Aeromonas_molluscorum	21	Yes	Motile
Aeromonas_piscicola	22	Yes	Motile
Aeromonas_popoffii	22	Yes	Motile
Aeromonas_rivipollensis	22	Yes	Motile
Aeromonas_rivuli	22	Yes	Motile
Aeromonas_salmonicida	0	No	Non-Motile
Aeromonas_sanarellii	22	Yes	Motile
Aeromonas_schubertii	22	Yes	Motile
Aeromonas_simiae	21	Yes	Motile
Aeromonas_sobria	0	No	Non-Motile
Aeromonas_sp.	21	Yes	Motile
Aeromonas_taiwanensis	22	Yes	Motile
Aeromonas_tecta	22	Yes	Motile
Aeromonas_veronii	23	Yes	Motile
Aerophobetes_bacterium	0	No	Non-Motile
Aeropyrum_camini	0	No	Non-Motile
Aeropyrum_pernix	0	No	Non-Motile
Aeropyrum_sp.	0	No	Non-Motile
Aestuariibacter_aggregatus	21	Yes	Motile
Aestuariibacter_halophilus	22	Yes	Motile
Aestuariibacter_salexigens	21	Yes	Motile
Aestuariibacter_sp.	22	Yes	Motile
Aestuariibaculum_marinum	2	No	Non-Motile
Aestuariibaculum_sp.	2	No	Non-Motile
Aestuariibaculum_suncheonense	2	No	Non-Motile
Aestuariicella_hydrocarbonica	1	No	Non-Motile
Aestuariicella_sp.	22	Yes	Motile
Aestuariicoccus_sp.	18	Maybe	Possibly Motile
Aestuariimicrobium_kwangyangense	0	No	Non-Motile
Aestuariimicrobium_sp.	0	No	Non-Motile
Aestuariispira_insulae	21	Yes	Motile
Aestuariivirga_litoralis	20	Yes	Motile
Aestuariivirga_sp.	5	No	Non-Motile
Aestuariivita_boseongensis	4	No	Non-Motile
Aestuariivita_sp.	20	Yes	Motile
Aetokthonos_hydrillicola	0	No	Non-Motile
aff._Roholtiella	0	No	Non-Motile
Afifella_marina	20	Yes	Motile
Afifella_pfennigii	20	Yes	Motile
Afifella_sp.	20	Yes	Motile
Afipia_birgiae	21	Yes	Motile
Afipia_broomeae	21	Yes	Motile
Afipia_clevelandensis	21	Yes	Motile
Afipia_felis	20	Yes	Motile
Afipia_massiliensis	21	Yes	Motile
Afipia_sp.	21	Yes	Motile
Agaribacterium_haliotis	22	Yes	Motile
Agaribacter_marinus	25	Yes	Motile
Agaricicola_taiwanensis	19	Yes	Motile
Agarivorans_aestuarii	22	Yes	Motile
Agarivorans_albus	22	Yes	Motile
Agarivorans_litoreus	22	Yes	Motile
Agarivorans_sp.	22	Yes	Motile
Agathobacter_ruminis	19	Yes	Motile
Agathobacter_sp.	21	Yes	Motile
Agathobaculum_desmolans	19	Yes	Motile
Agathobaculum_sp.	0	No	Non-Motile
Aggregatibacter_actinomycetemcomitans	0	No	Non-Motile
Aggregatibacter_aphrophilus	0	No	Non-Motile
Aggregatibacter_kilianii	0	No	Non-Motile
Aggregatibacter_segnis	0	No	Non-Motile
Aggregatibacter_sp.	0	No	Non-Motile
Aggregicoccus_sp.	8	Maybe	Possibly Motile
Agitococcus_lubricus	1	No	Non-Motile
Agitococcus_sp.	0	No	Non-Motile
Agreia_bicolorata	0	No	Non-Motile
Agreia_pratensis	0	No	Non-Motile
Agreia_sp.	0	No	Non-Motile
Agrobacterium_albertimagni	19	Yes	Motile
Agrobacterium_bohemicum	19	Yes	Motile
Agrobacterium_deltaense	20	Yes	Motile
Agrobacterium_fabrum	19	Yes	Motile
Agrobacterium_genomosp.	20	Yes	Motile
Agrobacterium_larrymoorei	16	Maybe	Possibly Motile
Agrobacterium_radiobacter	18	Maybe	Possibly Motile
Agrobacterium_rhizogenes	18	Maybe	Possibly Motile
Agrobacterium_salinitolerans	19	Yes	Motile
Agrobacterium_sp.	20	Yes	Motile
Agrobacterium_tumefaciens	0	No	Non-Motile
Agrobacterium_vitis	19	Yes	Motile
Agrococcus_baldri	0	No	Non-Motile
Agrococcus_carbonis	0	No	Non-Motile
Agrococcus_casei	0	No	Non-Motile
Agrococcus_jejuensis	0	No	Non-Motile
Agrococcus_jenensis	0	No	Non-Motile
Agrococcus_lahaulensis	0	No	Non-Motile
Agrococcus_pavilionensis	0	No	Non-Motile
Agrococcus_sp.	0	No	Non-Motile
Agrococcus_terreus	0	No	Non-Motile
Agromyces_albus	0	No	Non-Motile
Agromyces_allii	0	No	Non-Motile
Agromyces_atrinae	0	No	Non-Motile
Agromyces_aurantiacus	0	No	Non-Motile
Agromyces_aureus	0	No	Non-Motile
Agromyces_bauzanensis	0	No	Non-Motile
Agromyces_binzhouensis	0	No	Non-Motile
Agromyces_bracchium	0	No	Non-Motile
Agromyces_cerinus	0	No	Non-Motile
Agromyces_flavus	0	No	Non-Motile
Agromyces_fucosus	0	No	Non-Motile
Agromyces_hippuratus	0	No	Non-Motile
Agromyces_humatus	0	No	Non-Motile
Agromyces_italicus	0	No	Non-Motile
Agromyces_lapidis	0	No	Non-Motile
Agromyces_luteolus	0	No	Non-Motile
Agromyces_marinus	0	No	Non-Motile
Agromyces_mediolanus	21	Yes	Motile
Agromyces_ramosus	0	No	Non-Motile
Agromyces_salentinus	0	No	Non-Motile
Agromyces_sp.	0	No	Non-Motile
Agromyces_subbeticus	0	No	Non-Motile
Agromyces_terreus	0	No	Non-Motile
Agromyces_ulmi	0	No	Non-Motile
Ahniella_sp.	0	No	Non-Motile
Ahrensia_kielensis	16	Maybe	Possibly Motile
Ahrensia_sp.	16	Maybe	Possibly Motile
Aidingimonas_halophila	22	Yes	Motile
Aidingimonas_sp.	22	Yes	Motile
Aigarchaeota_archaeon	0	No	Non-Motile
Akkermansiaceae_bacterium	0	No	Non-Motile
Akkermansia_glycaniphila	1	No	Non-Motile
Akkermansia_muciniphila	0	No	Non-Motile
Akkermansia_sp.	0	No	Non-Motile
Albidiferax_sp.	21	Yes	Motile
Albidovulum_inexpectatum	1	No	Non-Motile
Albidovulum_sp.	1	No	Non-Motile
Albidovulum_xiamenense	18	Maybe	Possibly Motile
Albimonas_donghaensis	18	Maybe	Possibly Motile
Albimonas_pacifica	17	Maybe	Possibly Motile
Alcaligenaceae_bacterium	23	Yes	Motile
Alcaligenes_aquatilis	22	Yes	Motile
Alcaligenes_faecalis	22	Yes	Motile
Alcaligenes_pakistanensis	22	Yes	Motile
Alcaligenes_sp.	23	Yes	Motile
Alcanivoracaceae_bacterium	21	Yes	Motile
Alcanivorax_borkumensis	1	No	Non-Motile
Alcanivorax_dieselolei	21	Yes	Motile
Alcanivorax_gelatiniphagus	21	Yes	Motile
Alcanivorax_hongdengensis	1	No	Non-Motile
Alcanivorax_mobilis	22	Yes	Motile
Alcanivorax_pacificus	22	Yes	Motile
Alcanivorax_sp.	1	No	Non-Motile
Alcanivorax_venustensis	22	Yes	Motile
Alcanivorax_xenomutans	21	Yes	Motile
Aldersonia_sp.	2	No	Non-Motile
Algibacter_aestuarii	2	No	Non-Motile
Algibacter_alginicilyticus	2	No	Non-Motile
Algibacter_amylolyticus	2	No	Non-Motile
Algibacter_lectus	2	No	Non-Motile
Algibacter_mikhailovii	1	No	Non-Motile
Algibacter_pectinivorans	2	No	Non-Motile
Algibacter_sp.	2	No	Non-Motile
Algicola_sagamiensis	21	Yes	Motile
Algicola_sp.	19	Yes	Motile
Algimonas_arctica	19	Yes	Motile
Algiphilus_aromaticivorans	22	Yes	Motile
Algisphaera_agarilytica	24	Yes	Motile
Algoriella_sp.	1	No	Non-Motile
Algoriella_xinjiangensis	1	No	Non-Motile
Algoriphagus_aestuarii	4	No	Non-Motile
Algoriphagus_aestuariicola	1	No	Non-Motile
Algoriphagus_alkaliphilus	1	No	Non-Motile
Algoriphagus_antarcticus	1	No	Non-Motile
Algoriphagus_aquaeductus	2	No	Non-Motile
Algoriphagus_aquimarinus	1	No	Non-Motile
Algoriphagus_boritolerans	1	No	Non-Motile
Algoriphagus_boseongensis	1	No	Non-Motile
Algoriphagus_chordae	1	No	Non-Motile
Algoriphagus_faecimaris	1	No	Non-Motile
Algoriphagus_halophilus	1	No	Non-Motile
Algoriphagus_hitonicola	1	No	Non-Motile
Algoriphagus_iocasae	1	No	Non-Motile
Algoriphagus_locisalis	1	No	Non-Motile
Algoriphagus_lutimaris	1	No	Non-Motile
Algoriphagus_mannitolivorans	1	No	Non-Motile
Algoriphagus_ornithinivorans	1	No	Non-Motile
Algoriphagus_ratkowskyi	1	No	Non-Motile
Algoriphagus_sp.	1	No	Non-Motile
Algoriphagus_terrigena	1	No	Non-Motile
Algoriphagus_vanfongensis	1	No	Non-Motile
Algoriphagus_yeomjeoni	1	No	Non-Motile
Algoriphagus_zhangzhouensis	1	No	Non-Motile
Aliagarivorans_marinus	21	Yes	Motile
Aliagarivorans_taiwanensis	21	Yes	Motile
Aliarcobacter_cryaerophilus	9	Maybe	Possibly Motile
Aliarcobacter_sp.	16	Maybe	Possibly Motile
Aliarcobacter_thereius	18	Maybe	Possibly Motile
Alicycliphilus_denitrificans	0	No	Non-Motile
Alicycliphilus_sp.	22	Yes	Motile
Alicyclobacillaceae_bacterium	22	Yes	Motile
Alicyclobacillus_acidiphilus	21	Yes	Motile
Alicyclobacillus_acidocaldarius	21	Yes	Motile
Alicyclobacillus_acidoterrestris	22	Yes	Motile
Alicyclobacillus_cellulosilyticus	23	Yes	Motile
Alicyclobacillus_contaminans	22	Yes	Motile
Alicyclobacillus_ferrooxydans	22	Yes	Motile
Alicyclobacillus_herbarius	23	Yes	Motile
Alicyclobacillus_hesperidum	21	Yes	Motile
Alicyclobacillus_kakegawensis	22	Yes	Motile
Alicyclobacillus_macrosporangiidus	22	Yes	Motile
Alicyclobacillus_mali	23	Yes	Motile
Alicyclobacillus_pohliae	24	Yes	Motile
Alicyclobacillus_pomorum	7	Maybe	Possibly Motile
Alicyclobacillus_sacchari	21	Yes	Motile
Alicyclobacillus_sendaiensis	21	Yes	Motile
Alicyclobacillus_shizuokensis	23	Yes	Motile
Alicyclobacillus_sp.	22	Yes	Motile
Alicyclobacillus_tengchongensis	22	Yes	Motile
Alicyclobacillus_vulcanalis	21	Yes	Motile
Aliiarcobacter_butzleri	21	Yes	Motile
Aliiarcobacter_faecis	22	Yes	Motile
Aliiarcobacter_skirrowii	20	Yes	Motile
Aliicoccus_persicus	0	No	Non-Motile
Aliidiomarina_haloalkalitolerans	22	Yes	Motile
Aliidiomarina_iranensis	22	Yes	Motile
Aliidiomarina_maris	21	Yes	Motile
Aliidiomarina_minuta	22	Yes	Motile
Aliidiomarina_sanyensis	22	Yes	Motile
Aliidiomarina_sedimenti	22	Yes	Motile
Aliidiomarina_shirensis	22	Yes	Motile
Aliidiomarina_soli	21	Yes	Motile
Aliidiomarina_sp.	22	Yes	Motile
Aliidiomarina_taiwanensis	22	Yes	Motile
Aliidongia_dinghuensis	20	Yes	Motile
Aliifodinibius_halophilus	22	Yes	Motile
Aliifodinibius_roseus	22	Yes	Motile
Aliifodinibius_sediminis	22	Yes	Motile
Aliifodinibius_sp.	22	Yes	Motile
Aliiglaciecola_lipolytica	21	Yes	Motile
Aliiglaciecola_sp.	20	Yes	Motile
Aliihoeflea_sp.	17	Maybe	Possibly Motile
Aliikangiella_marina	22	Yes	Motile
Aliikangiella_sp.	22	Yes	Motile
Aliiroseovarius_crassostreae	0	No	Non-Motile
Aliiroseovarius_halocynthiae	19	Yes	Motile
Aliiroseovarius_pelagivivens	19	Yes	Motile
Aliiroseovarius_sediminilitoris	19	Yes	Motile
Aliiroseovarius_sp.	15	Maybe	Possibly Motile
Aliiroseovarius_zhejiangensis	18	Maybe	Possibly Motile
Aliivibrio_fischeri	21	Yes	Motile
Aliivibrio_logei	21	Yes	Motile
Aliivibrio_salmonicida	0	No	Non-Motile
Aliivibrio_sifiae	21	Yes	Motile
Aliivibrio_sp.	21	Yes	Motile
Aliivibrio_wodanis	21	Yes	Motile
Alishewanella_aestuarii	22	Yes	Motile
Alishewanella_agri	22	Yes	Motile
Alishewanella_jeotgali	22	Yes	Motile
Alishewanella_longhuensis	22	Yes	Motile
Alishewanella_sp.	21	Yes	Motile
Alishewanella_tabrizica	21	Yes	Motile
Alistipes_communis	1	No	Non-Motile
Alistipes_finegoldii	0	No	Non-Motile
Alistipes_ihumii	2	No	Non-Motile
Alistipes_indistinctus	1	No	Non-Motile
Alistipes_onderdonkii	0	No	Non-Motile
Alistipes_putredinis	0	No	Non-Motile
Alistipes_senegalensis	0	No	Non-Motile
Alistipes_shahii	0	No	Non-Motile
Alistipes_sp.	0	No	Non-Motile
Alistipes_timonensis	0	No	Non-Motile
Aliterella_atlantica	0	No	Non-Motile
Alkalibacillus_almallahensis	25	Yes	Motile
Alkalibacillus_haloalkaliphilus	25	Yes	Motile
Alkalibacillus_sp.	25	Yes	Motile
Alkalibacterium_gilvum	0	No	Non-Motile
Alkalibacterium_kapii	0	No	Non-Motile
Alkalibacterium_olivapovliticus	22	Yes	Motile
Alkalibacterium_pelagium	22	Yes	Motile
Alkalibacterium_putridalgicola	21	Yes	Motile
Alkalibacterium_sp.	21	Yes	Motile
Alkalibacterium_subtropicum	21	Yes	Motile
Alkalibacterium_thalassium	0	No	Non-Motile
Alkalibacter_saccharofermentans	0	No	Non-Motile
Alkalibacter_sp.	0	No	Non-Motile
Alkalibaculum_bacchi	23	Yes	Motile
Alkalibaculum_sp.	23	Yes	Motile
Alkalicoccus_halolimnae	0	No	Non-Motile
Alkalicoccus_saliphilus	0	No	Non-Motile
Alkalicoccus_sp.	0	No	Non-Motile
Alkaliflexus_imshenetskii	1	No	Non-Motile
Alkalihalobacillus_algicola	24	Yes	Motile
Alkalihalobacillus_clausii	25	Yes	Motile
Alkalihalobacillus_gibsonii	25	Yes	Motile
Alkalihalobacillus_halodurans	25	Yes	Motile
Alkalihalobacillus_lehensis	25	Yes	Motile
Alkalihalobacillus_sp.	24	Yes	Motile
Alkalihalobacillus_xiaoxiensis	25	Yes	Motile
Alkalilimnicola_sp.	22	Yes	Motile
Alkalimicrobium_pacificum	18	Maybe	Possibly Motile
Alkalimonas_sp.	18	Maybe	Possibly Motile
Alkalinema_sp.	0	No	Non-Motile
Alkaliphilus_halophilus	23	Yes	Motile
Alkaliphilus_hydrothermalis	24	Yes	Motile
Alkaliphilus_metalliredigens	24	Yes	Motile
Alkaliphilus_oremlandii	23	Yes	Motile
Alkaliphilus_peptidifermentans	23	Yes	Motile
Alkaliphilus_sp.	7	Maybe	Possibly Motile
Alkaliphilus_transvaalensis	23	Yes	Motile
Alkalispirillum_mobile	22	Yes	Motile
Alkalispirochaeta_sphaeroplastigenens	21	Yes	Motile
Alkalitalea_saponilacus	1	No	Non-Motile
Alkanindiges_illinoisensis	1	No	Non-Motile
Alkanindiges_sp.	1	No	Non-Motile
Allisonella_histaminiformans	0	No	Non-Motile
Alloactinosynnema_album	1	No	Non-Motile
Alloactinosynnema_iranicum	0	No	Non-Motile
Alloactinosynnema_sp.	0	No	Non-Motile
Allobacillus_halotolerans	25	Yes	Motile
Allobacillus_sp.	25	Yes	Motile
Allobaculum_mucolyticum	0	No	Non-Motile
Allobaculum_sp.	0	No	Non-Motile
Allobaculum_stercoricanis	0	No	Non-Motile
Allobranchiibius_huperziae	0	No	Non-Motile
Allobranchiibius_sp.	0	No	Non-Motile
Allocatelliglobosispora_scoriae	0	No	Non-Motile
Allochromatium_humboldtianum	21	Yes	Motile
Allochromatium_palmeri	23	Yes	Motile
Allochromatium_tepidum	23	Yes	Motile
Allochromatium_vinosum	23	Yes	Motile
Allochromatium_warmingii	22	Yes	Motile
Allofrancisella_frigidaquae	0	No	Non-Motile
Allofrancisella_guangzhouensis	0	No	Non-Motile
Allofrancisella_inopinata	0	No	Non-Motile
Allofustis_seminis	0	No	Non-Motile
Alloiococcus_otitis	0	No	Non-Motile
Allokutzneria_albata	0	No	Non-Motile
Allokutzneria_sp.	0	No	Non-Motile
Allonocardiopsis_opalescens	0	No	Non-Motile
Alloprevotella_rava	1	No	Non-Motile
Alloprevotella_sp.	1	No	Non-Motile
Alloprevotella_tannerae	1	No	Non-Motile
Allosalinactinospora_lopnorensis	1	No	Non-Motile
Alloscardovia_macacae	0	No	Non-Motile
Alloscardovia_omnicolens	0	No	Non-Motile
Alloscardovia_sp.	0	No	Non-Motile
Allostreptomyces_psammosilenae	0	No	Non-Motile
Alphaproteobacteria_bacterium	0	No	Non-Motile
alpha_proteobacterium	1	No	Non-Motile
Alpinimonas_psychrophila	0	No	Non-Motile
Alsobacter_metallidurans	19	Yes	Motile
Alsobacter_sp.	19	Yes	Motile
Altererythrobacter_aerius	1	No	Non-Motile
Altererythrobacter_aestiaquae	1	No	Non-Motile
Altererythrobacter_aestuarii	1	No	Non-Motile
Altererythrobacter_aquaemixtae	1	No	Non-Motile
Altererythrobacter_atlanticus	0	No	Non-Motile
Altererythrobacter_aurantiacus	2	No	Non-Motile
Altererythrobacter_buctensis	21	Yes	Motile
Altererythrobacter_confluentis	1	No	Non-Motile
Altererythrobacter_deserti	0	No	Non-Motile
Altererythrobacter_dongtanensis	1	No	Non-Motile
Altererythrobacter_endophyticus	2	No	Non-Motile
Altererythrobacter_epoxidivorans	0	No	Non-Motile
Altererythrobacter_gangjinensis	1	No	Non-Motile
Altererythrobacter_halimionae	20	Yes	Motile
Altererythrobacter_indicus	1	No	Non-Motile
Altererythrobacter_luteolus	1	No	Non-Motile
Altererythrobacter_lutipelagi	1	No	Non-Motile
Altererythrobacter_marensis	21	Yes	Motile
Altererythrobacter_marinus	20	Yes	Motile
Altererythrobacter_namhicola	1	No	Non-Motile
Altererythrobacter_oceanensis	0	No	Non-Motile
Altererythrobacter_rigui	0	No	Non-Motile
Altererythrobacter_salegens	0	No	Non-Motile
Altererythrobacter_sediminis	19	Yes	Motile
Altererythrobacter_soli	19	Yes	Motile
Altererythrobacter_sp.	19	Yes	Motile
Altererythrobacter_troitsensis	1	No	Non-Motile
Altererythrobacter_xiamenensis	1	No	Non-Motile
Altererythrobacter_xinjiangensis	2	No	Non-Motile
Altererythrobacter_xixiisoli	19	Yes	Motile
Alteribacillus_bidgolensis	11	Maybe	Possibly Motile
Alteribacillus_iranensis	25	Yes	Motile
Alteribacillus_persepolensis	24	Yes	Motile
Alteribacillus_sp.	25	Yes	Motile
Alteriqipengyuania_lutimaris	21	Yes	Motile
Alteromonadaceae_bacterium	22	Yes	Motile
Alteromonadales_bacterium	22	Yes	Motile
Alteromonas_addita	20	Yes	Motile
Alteromonas_aestuariivivens	21	Yes	Motile
Alteromonas_antoniana	22	Yes	Motile
Alteromonas_confluentis	21	Yes	Motile
Alteromonas_genovensis	20	Yes	Motile
Alteromonas_gracilis	20	Yes	Motile
Alteromonas_halophila	21	Yes	Motile
Alteromonas_hispanica	21	Yes	Motile
Alteromonas_lipolytica	21	Yes	Motile
Alteromonas_lipotrueae	20	Yes	Motile
Alteromonas_lipotrueiana	21	Yes	Motile
Alteromonas_macleodii	20	Yes	Motile
Alteromonas_marina	20	Yes	Motile
Alteromonas_oceani	21	Yes	Motile
Alteromonas_pelagimontana	21	Yes	Motile
Alteromonas_sp.	20	Yes	Motile
Altibacter_sp.	2	No	Non-Motile
Altuibacter_lentus	2	No	Non-Motile
Alysiella_crassa	1	No	Non-Motile
Alysiella_filiformis	1	No	Non-Motile
Amantichitinum_ursilacus	23	Yes	Motile
Amaricoccus_macauensis	19	Yes	Motile
Amaricoccus_sp.	8	Maybe	Possibly Motile
Ameyamaea_chiangmaiensis	20	Yes	Motile
Aminicella_lysinilytica	0	No	Non-Motile
Aminicenantes_bacterium	1	No	Non-Motile
Aminiphilus_circumscriptus	23	Yes	Motile
Aminiphilus_sp.	23	Yes	Motile
Aminipila_butyrica	22	Yes	Motile
Aminipila_sp.	22	Yes	Motile
Aminivibrio_pyruvatiphilus	24	Yes	Motile
Aminivibrio_sp.	0	No	Non-Motile
Aminobacter_aganoensis	19	Yes	Motile
Aminobacter_aminovorans	19	Yes	Motile
Aminobacter_anthyllidis	18	Maybe	Possibly Motile
Aminobacter_carboxidus	18	Maybe	Possibly Motile
Aminobacter_ciceronei	19	Yes	Motile
Aminobacterium_colombiense	0	No	Non-Motile
Aminobacterium_mobile	24	Yes	Motile
Aminobacterium_sp.	0	No	Non-Motile
Aminobacter_lissarensis	18	Maybe	Possibly Motile
Aminobacter_niigataensis	18	Maybe	Possibly Motile
Aminobacter_sp.	18	Maybe	Possibly Motile
Aminomonas_paucivorans	24	Yes	Motile
Ammonifex_degensii	23	Yes	Motile
Ammonifex_sp.	24	Yes	Motile
Ammonifex_thiophilus	22	Yes	Motile
Ammoniphilus_oxalaticus	24	Yes	Motile
Ammoniphilus_resinae	25	Yes	Motile
Ammoniphilus_sp.	25	Yes	Motile
Amnibacterium_kyonggiense	19	Yes	Motile
Amnibacterium_sp.	21	Yes	Motile
Amniculibacterium_sp.	1	No	Non-Motile
Amoebophilaceae_bacterium	0	No	Non-Motile
Amorphus_coralli	1	No	Non-Motile
Amphibacillus_cookii	25	Yes	Motile
Amphibacillus_jilinensis	25	Yes	Motile
Amphibacillus_marinus	25	Yes	Motile
Amphibacillus_sediminis	25	Yes	Motile
Amphibacillus_sp.	25	Yes	Motile
Amphibacillus_xylanus	25	Yes	Motile
Amphiplicatus_metriothermophilus	18	Maybe	Possibly Motile
Amphritea_atlantica	22	Yes	Motile
Amphritea_balenae	22	Yes	Motile
Amphritea_japonica	22	Yes	Motile
Amphritea_sp.	22	Yes	Motile
Amphritea_spongicola	22	Yes	Motile
Ampullariella_violaceochromogenes	22	Yes	Motile
Amycolatopsis_acidiphila	0	No	Non-Motile
Amycolatopsis_alba	0	No	Non-Motile
Amycolatopsis_albispora	0	No	Non-Motile
Amycolatopsis_australiensis	0	No	Non-Motile
Amycolatopsis_azurea	0	No	Non-Motile
Amycolatopsis_balhimycina	0	No	Non-Motile
Amycolatopsis_bartoniae	0	No	Non-Motile
Amycolatopsis_benzoatilytica	0	No	Non-Motile
Amycolatopsis_bullii	0	No	Non-Motile
Amycolatopsis_cihanbeyliensis	0	No	Non-Motile
Amycolatopsis_circi	0	No	Non-Motile
Amycolatopsis_coloradensis	0	No	Non-Motile
Amycolatopsis_decaplanina	0	No	Non-Motile
Amycolatopsis_deserti	0	No	Non-Motile
Amycolatopsis_echigonensis	0	No	Non-Motile
Amycolatopsis_endophytica	0	No	Non-Motile
Amycolatopsis_eurytherma	0	No	Non-Motile
Amycolatopsis_granulosa	0	No	Non-Motile
Amycolatopsis_halophila	0	No	Non-Motile
Amycolatopsis_japonica	0	No	Non-Motile
Amycolatopsis_jejuensis	0	No	Non-Motile
Amycolatopsis_jiangsuensis	0	No	Non-Motile
Amycolatopsis_kentuckyensis	0	No	Non-Motile
Amycolatopsis_keratiniphila	0	No	Non-Motile
Amycolatopsis_lexingtonensis	0	No	Non-Motile
Amycolatopsis_lurida	0	No	Non-Motile
Amycolatopsis_magusensis	0	No	Non-Motile
Amycolatopsis_marina	0	No	Non-Motile
Amycolatopsis_mediterranei	0	No	Non-Motile
Amycolatopsis_methanolica	0	No	Non-Motile
Amycolatopsis_nigrescens	0	No	Non-Motile
Amycolatopsis_niigatensis	0	No	Non-Motile
Amycolatopsis_oliviviridis	0	No	Non-Motile
Amycolatopsis_orientalis	0	No	Non-Motile
Amycolatopsis_palatopharyngis	0	No	Non-Motile
Amycolatopsis_pretoriensis	0	No	Non-Motile
Amycolatopsis_regifaucium	0	No	Non-Motile
Amycolatopsis_rhizosphaerae	0	No	Non-Motile
Amycolatopsis_rifamycinica	0	No	Non-Motile
Amycolatopsis_roodepoortensis	0	No	Non-Motile
Amycolatopsis_ruanii	0	No	Non-Motile
Amycolatopsis_rubida	0	No	Non-Motile
Amycolatopsis_saalfeldensis	0	No	Non-Motile
Amycolatopsis_sacchari	0	No	Non-Motile
Amycolatopsis_sp.	0	No	Non-Motile
Amycolatopsis_sulphurea	0	No	Non-Motile
Amycolatopsis_taiwanensis	0	No	Non-Motile
Amycolatopsis_thailandensis	0	No	Non-Motile
Amycolatopsis_thermalba	0	No	Non-Motile
Amycolatopsis_thermoflava	0	No	Non-Motile
Amycolatopsis_tolypomycina	0	No	Non-Motile
Amycolatopsis_umgeniensis	0	No	Non-Motile
Amycolatopsis_vancoresmycina	0	No	Non-Motile
Amycolatopsis_viridis	0	No	Non-Motile
Amycolatopsis_xylanica	0	No	Non-Motile
Amycolicicoccus_subflavus	0	No	Non-Motile
Amylibacter_cionae	1	No	Non-Motile
Amylibacter_sp.	1	No	Non-Motile
Amylibacter_ulvae	1	No	Non-Motile
Anabaena_aphanizomenioides	0	No	Non-Motile
Anabaena_azotica	0	No	Non-Motile
Anabaena_catenula	0	No	Non-Motile
Anabaena_cylindrica	0	No	Non-Motile
Anabaena_lutea	0	No	Non-Motile
Anabaena_minutissima	0	No	Non-Motile
Anabaena_sp.	0	No	Non-Motile
Anabaena_sphaerica	0	No	Non-Motile
Anabaena_subtropica	0	No	Non-Motile
Anabaena_variabilis	0	No	Non-Motile
Anabaenopsis_circularis	0	No	Non-Motile
Anabaenopsis_elenkinii	0	No	Non-Motile
Anaeroarcus_burkinensis	24	Yes	Motile
Anaerobacillus_alkalidiazotrophicus	25	Yes	Motile
Anaerobacillus_alkalilacustris	23	Yes	Motile
Anaerobacillus_arseniciselenatis	22	Yes	Motile
Anaerobacillus_isosaccharinicus	25	Yes	Motile
Anaerobacillus_sp.	21	Yes	Motile
Anaerobacterium_chartisolvens	24	Yes	Motile
Anaerobaculum_hydrogeniformans	24	Yes	Motile
Anaerobaculum_mobile	24	Yes	Motile
Anaerobaculum_sp.	24	Yes	Motile
Anaerobaculum_thermoterrenum	0	No	Non-Motile
anaerobic_archaeon	0	No	Non-Motile
anaerobic_bacterium	0	No	Non-Motile
Anaerobiospirillum_sp.	19	Yes	Motile
Anaerobiospirillum_succiniciproducens	20	Yes	Motile
Anaerobiospirillum_thomasii	21	Yes	Motile
Anaerobium_acetethylicum	20	Yes	Motile
Anaerobranca_californiensis	23	Yes	Motile
Anaerobranca_gottschalkii	23	Yes	Motile
Anaerobutyricum_soehngenii	0	No	Non-Motile
Anaerobutyricum_sp.	0	No	Non-Motile
Anaerococcus_degeneri	0	No	Non-Motile
Anaerococcus_hydrogenalis	0	No	Non-Motile
Anaerococcus_lactolyticus	0	No	Non-Motile
Anaerococcus_mediterraneensis	0	No	Non-Motile
Anaerococcus_murdochii	0	No	Non-Motile
Anaerococcus_nagyae	0	No	Non-Motile
Anaerococcus_obesiensis	0	No	Non-Motile
Anaerococcus_octavius	0	No	Non-Motile
Anaerococcus_prevotii	0	No	Non-Motile
Anaerococcus_rubeinfantis	0	No	Non-Motile
Anaerococcus_senegalensis	0	No	Non-Motile
Anaerococcus_sp.	0	No	Non-Motile
Anaerococcus_tetradius	0	No	Non-Motile
Anaerococcus_vaginalis	0	No	Non-Motile
Anaerocolumna_aminovalerica	22	Yes	Motile
Anaerocolumna_cellulosilytica	21	Yes	Motile
Anaerocolumna_jejuensis	24	Yes	Motile
Anaerocolumna_sp.	23	Yes	Motile
Anaerocolumna_xylanovorans	23	Yes	Motile
Anaerofilum_sp.	0	No	Non-Motile
Anaerofustis_sp.	0	No	Non-Motile
Anaerofustis_stercorihominis	0	No	Non-Motile
Anaeroglobus_geminatus	0	No	Non-Motile
Anaeroglobus_sp.	0	No	Non-Motile
Anaerolineaceae_bacterium	0	No	Non-Motile
Anaerolineae_bacterium	0	No	Non-Motile
Anaerolineales_bacterium	0	No	Non-Motile
Anaerolinea_sp.	0	No	Non-Motile
Anaerolinea_thermolimosa	22	Yes	Motile
Anaerolinea_thermophila	0	No	Non-Motile
Anaeromassilibacillus_senegalensis	0	No	Non-Motile
Anaeromassilibacillus_sp.	0	No	Non-Motile
